timestep,price_EUR_per_MWh,pv_to_grid_MWe,pv_to_heater_MWe,csp_to_pb_MWt,csp_to_tes_MWt,tes_charge_MWt,tes_discharge_MWt,tes_energy_MWht,pb_electric_MWe,spill_pv_MWe,spill_csp_MWt
2643,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3969.57088540909,0.0,0.0,0.0
2644,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3965.60131452369,0.0,0.0,0.0
2645,1.0,0.0,0.0,0.0,0.0,0.0,250.0,3709.11046068391,100.0,0.0,0.0
2646,1.0,0.0,0.0,0.0,0.0,0.0,250.0,3452.87609769797,100.0,0.0,0.0
2647,1.0,9.01077304645435,0.0,0.0,0.0,0.0,227.473067383864,3219.65244646506,90.9892269535456,0.0,0.0
2648,1.0,32.6024835167476,0.0,0.0,0.0,0.0,168.493791208131,3046.23704532351,67.3975164832524,0.0,0.0
2649,1.0,33.4571945045268,0.0,0.0,0.0,0.0,166.357013738683,2875.15342066336,66.5428054954732,0.0,0.0
2650,1.0,26.2375537259344,0.0,0.0,0.0,0.0,184.406115685164,2686.0094635203,73.7624462740656,0.0,0.0
2651,1.0,30.8858540082582,0.0,0.0,0.0,0.0,172.785364979354,2508.79278236047,69.11414599174161,0.0,0.0
2652,1.0,68.8217617811479,0.0,0.0,0.0,0.0,77.9455955471303,2427.55106478303,31.17823821885212,0.0,0.0
2653,1.0,100.0,3.12008838249908,0.0,355.06662363931,354.543067151617,0.0,2779.66658086986,0.0,0.0,0.0
2654,1.0,28.4712811190984,0.0,0.0,0.0,0.0,178.821797202254,2596.25883630691,71.52871888090161,0.0,0.0
2655,1.0,60.5638915238392,0.0,0.0,0.0,0.0,98.590271190402,2494.07644495505,39.436108476160804,0.0,0.0
2656,1.0,77.6357516649909,0.0,55.9106208375227,418.321802228718,414.138584206431,0.0,2905.72095271653,22.36424833500908,0.0,0.0
2657,2.0,53.7187223280666,0.0,115.703194179834,327.7748460321,324.497097571779,0.0,3227.31232933559,46.2812776719336,0.0,0.0
2658,2.0,20.7998035106233,0.0,198.000491223442,47.0939765796034,46.6230368138074,0.0,3270.70805382006,79.20019648937681,0.0,0.0
2659,2.0,0.0,0.0,0.0,0.0,0.0,250.0,3014.91209324099,100.0,0.0,0.0
2660,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2759.37192862249,100.0,0.0,0.0
2661,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2504.08730416862,100.0,0.0,0.0
2662,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2249.0579643392,100.0,0.0,0.0
2663,2.0,0.0,0.0,0.0,0.0,0.0,250.0,1994.28365384961,100.0,0.0,0.0
2664,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1992.28937019576,0.0,0.0,0.0
2665,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1990.29708082556,0.0,0.0,0.0
2666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1988.30678374474,0.0,0.0,0.0
2667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1986.31847696099,0.0,0.0,0.0
2668,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1984.33215848403,0.0,0.0,0.0
2669,1.0,0.0,0.0,0.0,0.0,0.0,250.0,1729.82257380029,100.0,0.0,0.0
2670,1.0,0.0,0.0,0.0,0.0,0.0,250.0,1475.56749870124,100.0,0.0,0.0
2671,1.0,9.66335802122776,0.0,0.0,0.0,0.0,225.841604946931,1245.96909792281,90.3366419787724,0.0,0.0
2672,1.0,32.1278906525861,0.0,0.0,0.0,0.0,169.680273368535,1073.32891330112,67.87210934741401,0.0,0.0
2673,1.0,44.0910303746939,0.0,0.0,0.0,0.0,139.772424063265,931.071317657244,55.908969625306,0.0,0.0
2674,1.0,84.2559089865664,0.0,39.360227533584,528.508908747873,523.223819660394,0.0,1453.36406599998,15.744091013433602,0.0,0.0
2675,1.0,100.0,1.73952977039433,0.0,652.687443339002,647.848260688849,0.0,2099.75896262283,0.0,0.0,0.0
2676,1.0,89.754494177819,0.0,25.6137645554525,282.673462377817,279.846727754039,0.0,2377.50593141425,10.245505822181002,0.0,0.0
2677,1.0,51.2213922629296,0.0,0.0,0.0,0.0,121.946519342676,2251.95012311649,48.7786077370704,0.0,0.0
2678,1.0,100.0,6.71033291089836,0.0,323.368501900347,326.645181871498,0.0,2576.34335486487,0.0,0.0,0.0
2679,1.0,95.6430639862101,0.0,10.8923400344747,626.817531103128,620.549355792096,0.0,3194.31636730211,4.35693601378988,0.0,0.0
2680,1.0,64.2994268092814,0.0,89.2514329767964,272.907370765978,270.178297058318,0.0,3461.30034799312,35.70057319071856,0.0,0.0
2681,2.0,17.6986126093861,0.0,0.0,0.0,0.0,205.753468476535,3250.00726130519,82.30138739061401,0.0,0.0
2682,2.0,0.818628582476231,0.0,0.0,0.0,0.0,247.953428543809,2996.29924541378,99.18137141752361,0.0,0.0
2683,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2740.77769364311,100.0,0.0,0.0
2684,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2485.51166342422,100.0,0.0,0.0
2685,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2230.50089923554,100.0,0.0,0.0
2686,2.0,0.0,0.0,0.0,0.0,0.0,250.0,1975.74514581105,100.0,0.0,0.0
2687,2.0,0.0,0.0,0.0,0.0,0.0,250.0,1721.24414813999,100.0,0.0,0.0
2688,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1719.52290399185,0.0,0.0,0.0
2689,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1717.80338108786,0.0,0.0,0.0
2690,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1716.08557770677,0.0,0.0,0.0
2691,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1714.36949212906,0.0,0.0,0.0
2692,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1712.65512263693,0.0,0.0,0.0
2693,1.0,0.0,0.0,0.0,0.0,0.0,250.0,1458.41721498904,100.0,0.0,0.0
2694,1.0,0.0,0.0,0.0,0.0,0.0,250.0,1204.4335452488,100.0,0.0,0.0
2695,1.0,9.13757608035833,0.0,0.0,0.0,0.0,227.156059799104,973.778546249911,90.86242391964161,0.0,0.0
2696,1.0,22.8803087039364,0.0,0.0,0.0,0.0,192.799228240159,778.058072511581,77.1196912960636,0.0,0.0
2697,1.0,54.7093216001036,0.0,31.9483749156387,0.0,0.0,11.9725292559298,765.186550544191,17.5683616686274,0.0,0.0
2698,1.0,70.3291225314597,0.0,74.1771936713506,154.569438792236,153.023744404314,0.0,917.445108397961,29.67087746854024,0.0,0.0
2699,1.0,89.7247316368331,0.0,25.6881709079172,343.546168449106,340.110706764615,0.0,1256.63837005418,10.27526836316688,0.0,0.0
2700,1.0,61.5734921622914,0.0,0.0,0.0,0.0,0.0,1255.38173168412,0.0,0.0,0.0
2701,1.0,100.0,6.41902585546228,0.0,249.506931188152,253.23960076124,0.0,1507.36595071368,0.0,0.0,0.0
2702,1.0,84.2037547614793,0.0,39.4906130963018,233.364188054249,231.030546173706,0.0,1736.88913093667,15.79624523852072,0.0,0.0
2703,1.0,59.8167042559834,0.0,0.0,0.0,0.0,0.0,1735.15224180574,0.0,0.0,0.0
2704,1.0,23.7056247048959,0.0,0.0,0.0,0.0,0.0,1733.41708956393,0.0,0.0,0.0
2705,2.0,11.2850095193995,0.0,0.0,0.0,0.0,221.787476201501,1507.65591873548,88.7149904806004,0.0,0.0
2706,2.0,5.06879493719195,0.0,0.0,0.0,0.0,237.32801265702,1266.42299750662,94.931205062808,0.0,0.0
2707,2.0,0.0,0.0,0.0,0.0,0.0,250.0,1012.63132198386,100.0,0.0,0.0
2708,2.0,0.0,0.0,0.0,0.0,0.0,250.0,759.093438136623,100.0,0.0,0.0
2709,2.0,0.0,0.0,0.0,0.0,0.0,250.0,505.809092173234,100.0,0.0,0.0
2710,2.0,0.0,0.0,0.0,0.0,0.0,250.0,252.778030555808,100.0,0.0,0.0
2711,2.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,100.0,0.0,0.0
2712,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2713,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2714,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2715,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2716,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2717,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2718,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2719,1.0,9.92416856190136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2720,1.0,34.3226217083401,0.0,107.459292006923,0.0,0.0,0.0,0.0,42.9837168027692,0.0,0.0
2721,1.0,62.0831897744122,0.0,94.7920255639695,408.703877323013,404.616838549783,0.0,404.616838549783,37.9168102255878,0.0,0.0
2722,1.0,66.5383508803049,0.0,83.6541227992377,107.034289000985,105.963946110975,0.0,510.176167822208,33.46164911969508,0.0,0.0
2723,1.0,68.0481787083347,0.0,0.0,0.0,0.0,79.8795532291632,428.979574251191,31.95182129166528,0.0,0.0
2724,1.0,100.0,4.3143455525925,0.0,253.346717702882,254.999028580978,0.0,683.549623257917,0.0,0.0,0.0
2725,1.0,64.6349929311938,0.0,0.0,0.0,0.0,88.4125176720155,593.560500228583,35.3650070688062,0.0,0.0
2726,1.0,100.0,9.57935874360717,0.0,321.699013688334,327.775917404498,0.0,920.742857132853,0.0,0.0,0.0
2727,1.0,97.5355931241269,0.0,6.16101718968267,594.572255833364,588.626533275031,0.0,1508.44864755075,2.464406875873068,0.0,0.0
2728,1.0,67.974635754923,0.0,80.0634106126926,304.731978361123,301.684658577512,0.0,1808.62485748071,32.02536424507704,0.0,0.0
2729,2.0,19.1032450080582,0.0,0.0,0.0,0.0,202.241887479855,1602.5314977951,80.896754991942,0.0,0.0
2730,2.0,5.85118535266711,0.0,0.0,0.0,0.0,235.372036618332,1363.17943435959,94.14881464733281,0.0,0.0
2731,2.0,0.0,0.0,0.0,0.0,0.0,250.0,1109.29100239998,100.0,0.0,0.0
2732,2.0,0.0,0.0,0.0,0.0,0.0,250.0,855.656458872326,100.0,0.0,0.0
2733,2.0,0.0,0.0,0.0,0.0,0.0,250.0,602.275549888201,100.0,0.0,0.0
2734,2.0,0.0,0.0,0.0,0.0,0.0,250.0,349.14802181306,100.0,0.0,0.0
2735,2.0,0.0,0.0,0.0,0.0,0.0,250.0,96.2736212659948,100.0,0.0,0.0
2736,0.5,0.0,0.0,0.0,0.0,0.0,0.0,96.1773476447288,0.0,0.0,0.0
2737,0.5,0.0,0.0,0.0,0.0,0.0,0.0,96.0811702970841,0.0,0.0,0.0
2738,0.5,0.0,0.0,0.0,0.0,0.0,0.0,95.985089126787,0.0,0.0,0.0
2739,0.5,0.0,0.0,0.0,0.0,0.0,0.0,95.8891040376602,0.0,0.0,0.0
2740,0.5,0.0,0.0,0.0,0.0,0.0,0.0,95.7932149336225,0.0,0.0,0.0
2741,1.0,0.0,0.0,0.0,0.0,0.0,94.740447501502,0.0,37.8961790006008,0.0,0.0
2742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2743,1.0,11.1149831107214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2744,1.0,33.8185503020076,0.0,165.453624244981,0.0,0.0,0.0,0.0,66.1814496979924,0.0,38.9995034802816
2745,1.0,62.7064769574216,0.0,93.2338076064459,0.0,0.0,0.0,0.0,37.29352304257836,0.0,445.206073651964
2746,1.0,84.7853598209529,0.0,38.0366004476177,0.0,0.0,0.0,0.0,15.21464017904708,0.0,560.790368004567
2747,1.0,100.0,0.0,0.0,4.88934517621217,4.84045172445005,0.0,4.84045172445005,0.0,2.54104112178499,660.511873822338
2748,1.0,100.0,0.0,0.0,709.141768595456,702.050350909502,0.0,706.885962182227,0.0,10.316536,0.0
2749,1.0,100.0,10.316536,0.0,708.894827689008,711.814982639318,0.0,1417.99405885936,0.0,0.0,0.0
2750,1.0,100.0,9.65535754673314,0.0,667.355560429199,670.049632716747,0.0,2086.62569751725,0.0,0.0,0.0
2751,1.0,95.9635435460746,0.0,10.0911411348134,586.254976112055,580.392426350934,0.0,2664.93149817067,4.03645645392536,0.0,0.0
2752,1.0,73.5277688515723,0.0,66.1805778710692,414.630125730205,410.483824472903,0.0,3072.7503911454,26.47223114842768,0.0,0.0
2753,2.0,45.904758942583,0.0,135.238102643542,200.626733869224,198.620466530532,0.0,3268.29810728479,54.0952410574168,0.0,0.0
2754,2.0,19.0268944075594,0.0,202.432763981101,12.7370256455294,12.6096553890741,0.0,3277.63946456658,80.9731055924404,0.0,0.0
2755,2.0,0.0,0.0,0.0,0.0,0.0,250.0,3021.83657257676,100.0,0.0,0.0
2756,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2766.28948347893,100.0,0.0,0.0
2757,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2510.99794147019,100.0,0.0,0.0
2758,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2255.96169100347,100.0,0.0,0.0
2759,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2001.18047678722,100.0,0.0,0.0
2760,0.5,0.0,0.0,0.0,0.0,0.0,250.0,1746.65404378518,100.0,0.0,0.0
2761,0.5,0.0,0.0,0.0,0.0,0.0,250.0,1492.38213721614,100.0,0.0,0.0
2762,0.5,0.0,0.0,0.0,0.0,0.0,250.0,1238.36450255367,100.0,0.0,0.0
2763,0.5,0.0,0.0,0.0,0.0,0.0,250.0,984.600885525864,100.0,0.0,0.0
2764,0.5,0.0,0.0,0.0,0.0,0.0,250.0,731.091032115086,100.0,0.0,0.0
2765,1.0,0.0,0.0,0.0,0.0,0.0,250.0,477.834688557718,100.0,0.0,0.0
2766,1.0,0.0,0.0,0.0,0.0,0.0,250.0,224.831601343908,100.0,0.0,0.0
2767,1.0,11.0557191819447,0.0,0.0,0.0,0.0,222.360702045138,0.0,88.9442808180552,0.0,0.0
2768,1.0,33.3599803990976,0.0,166.600049002256,0.0,0.0,0.0,0.0,66.64001960090239,0.0,52.0989495541934
2769,1.0,60.7344239482281,0.0,98.1639401294297,0.0,0.0,0.0,0.0,39.26557605177189,0.0,443.12264967998
2770,1.0,81.1103012303525,0.0,47.2242469241188,0.0,0.0,0.0,0.0,18.88969876964752,0.0,565.797092485163
2771,1.0,94.3815129500191,0.0,14.0462176249522,143.741834063051,142.304415722421,0.0,142.304415722421,5.618487049980881,0.0,509.744640884386
2772,1.0,100.0,0.0,0.0,702.159512225864,695.137917103605,0.0,837.300028410304,0.0,4.14253773785545,0.0
2773,1.0,100.0,9.588468742258,0.0,701.364050624703,703.653142492195,0.0,1540.11587087409,0.0,0.0,0.0
2774,1.0,100.0,6.81279214923902,0.0,677.988301746102,677.818189671833,0.0,2216.39394467505,0.0,0.0,0.0
2775,1.0,94.6382207370478,0.0,13.4044481573804,594.104416398786,588.163372234798,0.0,2802.34092296517,5.361779262952161,0.0,0.0
2776,1.0,74.9815463361709,0.0,62.5461341595728,458.868805750591,454.280117693086,0.0,3253.81869973529,25.01845366382912,0.0,0.0
2777,2.0,48.7729397512057,0.0,128.067650621986,260.368167428563,257.764485754278,0.0,3508.32936678983,51.2270602487944,0.0,0.0
2778,2.0,10.6237613041869,0.0,0.0,0.0,0.0,223.440596739533,3279.12346495887,89.3762386958132,0.0,0.0
2779,2.0,0.0,0.0,0.0,0.0,0.0,250.0,3023.31908896866,100.0,0.0,0.0
2780,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2767.77051735444,100.0,0.0,0.0
2781,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2512.47749431183,100.0,0.0,0.0
2782,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2257.43976429226,100.0,0.0,0.0
2783,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2002.65707200272,100.0,0.0,0.0
2784,0.5,0.0,0.0,0.0,0.0,0.0,250.0,1748.12916240546,100.0,0.0,0.0
2785,0.5,0.0,0.0,0.0,0.0,0.0,250.0,1493.85578071781,100.0,0.0,0.0
2786,0.5,0.0,0.0,0.0,0.0,0.0,250.0,1239.83667241184,100.0,0.0,0.0
2787,0.5,0.0,0.0,0.0,0.0,0.0,250.0,986.071583214171,100.0,0.0,0.0
2788,0.5,0.0,0.0,0.0,0.0,0.0,250.0,732.560259105705,100.0,0.0,0.0
2789,1.0,0.0,0.0,0.0,0.0,0.0,250.0,479.302446321346,100.0,0.0,0.0
2790,1.0,0.0,0.0,0.0,0.0,0.0,250.0,226.297891349772,100.0,0.0,0.0
2791,1.0,10.4756489904646,0.0,0.0,0.0,0.0,223.810877523838,0.0,89.52435100953521,0.0,0.0
2792,1.0,33.8672917619606,0.0,165.331770595098,0.0,0.0,0.0,0.0,66.1327082380392,0.0,48.4492918856596
2793,1.0,61.5294973404697,0.0,96.1762566488256,0.0,0.0,0.0,0.0,38.47050265953024,0.0,453.117560559822
2794,1.0,82.7077207687396,0.0,43.2306980781511,564.894495864926,559.245550906277,0.0,559.245550906277,17.29227923126044,0.0,11.8075385443552
2795,1.0,98.8089874078138,0.0,2.97753148046557,661.550236574884,654.934734209135,0.0,1213.62103956451,1.191012592186228,0.0,0.0
2796,1.0,100.0,7.31175131637114,0.0,659.150098424466,659.652458567364,0.0,1872.05987709231,0.0,0.0,0.0
2797,1.0,100.0,10.316536,0.0,688.526550914117,691.650388632176,0.0,2561.83820584739,0.0,0.0,0.0
2798,1.0,100.0,2.14367030121207,0.0,566.099485338899,562.518279411746,0.0,3121.79464705329,0.0,0.0,0.0
2799,1.0,90.6280708685042,0.0,23.4298228287395,504.689394734882,499.642500787533,0.0,3618.31535319377,9.3719291314958,0.0,0.0
2800,1.0,61.8796546221305,0.0,95.3008634446737,227.904048094251,225.625007613308,0.0,3840.32204545388,38.12034537786948,0.0,0.0
2801,2.0,9.36113531939343,0.0,0.0,0.0,0.0,226.597161701516,3607.5957014877,90.6388646806064,0.0,0.0
2802,2.0,18.0777664446043,0.0,7.00793842986408,0.0,0.0,197.797645458625,3404.19250431286,81.92223355539564,0.0,0.0
2803,2.0,0.0,0.0,0.0,0.0,0.0,250.0,3148.26305928329,100.0,0.0,0.0
2804,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2892.58954369876,100.0,0.0,0.0
2805,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2637.17170162981,100.0,0.0,0.0
2806,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2382.00927740292,100.0,0.0,0.0
2807,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2127.10201560027,100.0,0.0,0.0
2808,0.5,0.0,0.0,0.0,0.0,0.0,250.0,1872.44966105941,100.0,0.0,0.0
2809,0.5,0.0,0.0,0.0,0.0,0.0,250.0,1618.0519588731,100.0,0.0,0.0
2810,0.5,0.0,0.0,0.0,0.0,0.0,250.0,1363.90865438898,100.0,0.0,0.0
2811,0.5,0.0,0.0,0.0,0.0,0.0,250.0,1110.01949320933,100.0,0.0,0.0
2812,0.5,0.0,0.0,0.0,0.0,0.0,250.0,856.384221190873,100.0,0.0,0.0
2813,1.0,0.0,0.0,0.0,0.0,0.0,250.0,603.00258444443,100.0,0.0,0.0
2814,1.0,0.0,0.0,0.0,0.0,0.0,250.0,349.874329334733,100.0,0.0,0.0
2815,1.0,12.3111369685197,0.0,0.0,0.0,0.0,219.222157578701,128.087932198629,87.68886303148041,0.0,0.0
2816,1.0,35.5346703320141,0.0,34.4830783461982,0.0,0.0,126.680245823766,0.0,64.46532966798569,0.0,0.0
2817,1.0,63.4193651776467,0.0,91.4515870558833,0.0,0.0,0.0,0.0,36.58063482235332,0.0,442.19316322739
2818,1.0,85.987905142922,0.0,35.030237142695,0.0,0.0,0.0,0.0,14.012094857078,0.0,590.306652748283
2819,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25943592449499,677.996201767904
2820,1.0,100.0,0.0,0.0,595.794763821815,589.836816183597,0.0,589.836816183597,0.0,10.316536,116.440788360371
2821,1.0,100.0,10.316536,0.0,662.97330502167,666.352675198654,0.0,1255.59965456607,0.0,0.0,0.0
2822,1.0,100.0,9.60099058658099,0.0,651.392033612945,654.192994343916,0.0,1908.53704925542,0.0,0.0,0.0
2823,1.0,99.5569181639934,0.0,1.10770459001653,633.299918106578,626.966918925512,0.0,2533.59543113167,0.44308183600661205,0.0,0.0
2824,1.0,77.9330504946557,0.0,55.1673737633608,477.343923711846,472.570484474728,0.0,3003.63232017527,22.066949505344322,0.0,0.0
2825,2.0,49.3987822933147,0.0,126.503044266713,250.329366612446,247.826072946321,0.0,3248.45476080141,50.601217706685205,0.0,0.0
2826,2.0,20.652984011163,0.0,198.367539972093,33.1688219752641,32.8371337555114,0.0,3278.04343979612,79.3470159888372,0.0,0.0
2827,2.0,0.0,0.0,0.0,0.0,0.0,250.0,3022.24014383108,100.0,0.0,0.0
2828,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2766.69265116199,100.0,0.0,0.0
2829,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2511.40070598558,100.0,0.0,0.0
2830,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2256.36405275434,100.0,0.0,0.0
2831,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2001.58243617633,100.0,0.0,0.0
2832,0.5,0.0,0.0,0.0,0.0,0.0,250.0,1747.0556012149,100.0,0.0,0.0
2833,0.5,0.0,0.0,0.0,0.0,0.0,250.0,1492.78329308844,100.0,0.0,0.0
2834,0.5,0.0,0.0,0.0,0.0,0.0,250.0,1238.7652572701,100.0,0.0,0.0
2835,0.5,0.0,0.0,0.0,0.0,0.0,250.0,985.001239487573,100.0,0.0,0.0
2836,0.5,0.0,0.0,0.0,0.0,0.0,250.0,731.490985722833,100.0,0.0,0.0
2837,1.0,0.0,0.0,0.0,0.0,0.0,250.0,478.234242211857,100.0,0.0,0.0
2838,1.0,0.0,0.0,0.0,0.0,0.0,250.0,225.230755444393,100.0,0.0,0.0
2839,1.0,10.8978122231764,0.0,0.0,0.0,0.0,222.755469442059,0.0,89.1021877768236,0.0,0.0
2840,1.0,36.0251533584873,0.0,159.937116603782,0.0,0.0,0.0,0.0,63.9748466415128,0.0,71.6935377565146
2841,1.0,65.3479692158745,0.0,86.6300769603137,0.0,0.0,0.0,0.0,34.65203078412548,0.0,486.53756123195
2842,1.0,87.6294196234099,0.0,30.9264509414753,0.0,0.0,0.0,0.0,12.37058037659012,0.0,613.443610120361
2843,1.0,100.0,0.0,0.0,277.287542626951,274.514667200681,0.0,274.514667200681,0.0,4.25609587845328,411.198820212384
2844,1.0,100.0,0.0,0.0,732.686019959853,725.359159760255,0.0,999.599312293736,0.0,10.316536,0.0
2845,1.0,100.0,10.316536,0.0,732.274575438617,734.960932911431,0.0,1733.56064589287,0.0,0.0,0.0
2846,1.0,100.0,10.316536,0.0,718.373833318031,721.199198212051,0.0,2453.02628345903,0.0,0.0,0.0
2847,1.0,100.0,1.00715331632054,0.0,656.177105803857,650.592474893313,0.0,3101.16573206888,0.0,0.0,0.0
2848,1.0,79.5355302771419,0.0,51.1611743071453,502.937058364515,497.90768778087,0.0,3595.97225411769,20.464469722858123,0.0,0.0
2849,2.0,52.0384307192097,0.0,119.903923201976,295.467037066107,292.512366695446,0.0,3884.88864855901,47.9615692807904,0.0,0.0
2850,2.0,21.907024540257,0.0,195.232438649358,58.8634193739455,58.2747851802061,0.0,3939.27854509066,78.0929754597432,0.0,0.0
2851,2.0,0.0,0.0,0.0,0.0,0.0,250.0,3682.81401402032,100.0,0.0,0.0
2852,2.0,0.0,0.0,0.0,0.0,0.0,250.0,3426.60594748105,100.0,0.0,0.0
2853,2.0,0.0,0.0,0.0,0.0,0.0,250.0,3170.65408900831,100.0,0.0,0.0
2854,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2914.95818239405,100.0,0.0,0.0
2855,2.0,0.0,0.0,0.0,0.0,0.0,250.0,2659.5179716864,100.0,0.0,0.0
2856,0.5,0.0,0.0,0.0,0.0,0.0,250.0,2404.33320118946,100.0,0.0,0.0
2857,0.5,0.0,0.0,0.0,0.0,0.0,250.0,2149.40361546302,100.0,0.0,0.0
2858,0.5,0.0,0.0,0.0,0.0,0.0,250.0,1894.72895932231,100.0,0.0,0.0
2859,0.5,0.0,0.0,0.0,0.0,0.0,250.0,1640.30897783773,100.0,0.0,0.0
2860,0.5,0.0,0.0,0.0,0.0,0.0,250.0,1386.14341633464,100.0,0.0,0.0
2861,1.0,0.0,0.0,0.0,0.0,0.0,250.0,1132.23202039305,100.0,0.0,0.0
2862,1.0,0.0,0.0,0.0,0.0,0.0,250.0,878.574535847409,100.0,0.0,0.0
2863,1.0,10.9281624531438,0.0,0.0,0.0,0.0,222.67959386714,652.76707861748,89.071837546856,0.0,0.0
2864,1.0,35.3124785117491,0.0,161.718803720627,71.2139072071141,70.501768135043,0.0,722.616079673906,64.6875214882508,0.0,0.0
2865,1.0,62.423861725277,0.0,93.9403456868075,480.910047708898,476.100947231809,0.0,1197.99441082604,37.576138274723,0.0,0.0
2866,1.0,83.3617673435128,0.0,41.5955816412179,592.645719317744,586.719262124566,0.0,1783.51567853978,16.63823265648716,0.0,0.0
2867,1.0,99.8645982208259,0.0,0.338504447935328,679.360813591346,672.567205455432,0.0,2454.29936831667,0.1354017791741312,0.0,0.0
2868,1.0,100.0,8.28659145702154,0.0,669.704943205624,671.04754480517,0.0,3122.89261375353,0.0,0.0,0.0
2869,1.0,100.0,3.96221363836979,0.0,540.55597316507,538.994553105365,0.0,3658.76427424514,0.0,0.0,0.0
2870,1.0,100.0,3.21528155045733,0.0,599.677264915193,596.799958426295,0.0,4251.90546839719,0.0,0.0,0.0
2871,1.0,92.6467952108472,0.0,18.383011972882,554.978356895471,549.428573326517,0.0,4797.08213625531,7.3532047891528,0.0,0.0
2872,1.0,50.4407280384223,0.0,123.898179903944,63.2059142814503,62.5738551386358,0.0,4854.85890925769,49.5592719615776,0.0,0.0
2873,2.0,37.7450468212931,0.0,155.637382946767,55.5540937565725,54.9985528190067,0.0,4905.00260316744,62.2549531787068,0.0,0.0
2874,2.0,16.6938915429887,0.0,0.0,0.0,0.0,208.265271142528,4689.72863981424,83.3061084570112,0.0,0.0
2875,2.0,0.0,0.0,0.0,0.0,0.0,250.0,4432.51365864918,100.0,0.0,0.0
2876,2.0,0.0,0.0,0.0,0.0,0.0,250.0,4175.55589246527,100.0,0.0,0.0
2877,2.0,0.0,0.0,0.0,0.0,0.0,250.0,3918.85508404756,100.0,0.0,0.0
2878,2.0,0.0,0.0,0.0,0.0,0.0,250.0,3662.41097643826,100.0,0.0,0.0
2879,2.0,0.0,0.0,0.0,0.0,0.0,250.0,3406.22331293656,100.0,0.0,0.0
2880,0.5,0.0,0.0,0.0,0.0,0.0,250.0,3150.29183709838,100.0,0.0,0.0
2881,0.5,0.0,0.0,0.0,0.0,0.0,250.0,2894.61629273602,100.0,0.0,0.0
2882,0.5,0.0,0.0,0.0,0.0,0.0,250.0,2639.19642391804,100.0,0.0,0.0
2883,0.5,0.0,0.0,0.0,0.0,0.0,250.0,2384.03197496887,100.0,0.0,0.0
2884,0.5,0.0,0.0,0.0,0.0,0.0,250.0,2129.12269046864,100.0,0.0,0.0
2885,1.0,0.0,0.0,0.0,0.0,0.0,250.0,1874.46831525292,100.0,0.0,0.0
2886,1.0,0.0,0.0,0.0,0.0,0.0,250.0,1620.06859441242,100.0,0.0,0.0
