Hour,AC_kWh,POA_kWh/m2
2438,39343.29786322542,408.1642163168244
2439,8209.731413060696,89.07144491589088
2440,12400.476839145314,131.06471180940716
2441,14878.268897540967,153.75572016613856
2442,33342.8667756344,338.9662563542934
2443,8230.696673019089,86.34644327032159
2444,-0.15630000000000002,0.0
2445,-0.15630000000000002,0.0
2446,-0.15630000000000002,0.0
2447,-0.15630000000000002,0.0
2448,-0.15630000000000002,0.0
2449,-0.15630000000000002,0.0
2450,-0.15630000000000002,0.0
2451,-0.15630000000000002,0.0
2452,-0.15630000000000002,0.0
2453,-0.15630000000000002,0.0
2454,-0.15630000000000002,0.0
2455,-0.15630000000000002,0.0
2456,4611.732142868209,59.85535717027242
2457,23628.666689173926,233.77389904712928
2458,48132.44018489282,495.07286764216326
2459,66761.00671580299,715.657561264525
2460,75215.82,874.5210827830331
2461,75215.82,975.8706030260448
2462,75215.82,997.727103874084
2463,75215.82,987.2730872974248
2464,75215.82,856.8590690177105
2465,60284.882597511554,664.7333187786325
2466,39114.59148079465,416.1972907081226
2467,13249.267641082577,139.55053848630826
2468,-0.15630000000000002,0.0
2469,-0.15630000000000002,0.0
2470,-0.15630000000000002,0.0
2471,-0.15630000000000002,0.0
2472,-0.15630000000000002,0.0
2473,-0.15630000000000002,0.0
2474,-0.15630000000000002,0.0
2475,-0.15630000000000002,0.0
2476,-0.15630000000000002,0.0
2477,-0.15630000000000002,0.0
2478,-0.15630000000000002,0.0
2479,-0.15630000000000002,0.0
2480,2533.370254405166,30.755217599337254
2481,23760.317696829203,235.00044398423657
2482,39674.028985682504,401.5266234137548
2483,23052.11419077129,236.7464443428516
2484,60685.40936541125,640.1290462752711
2485,12249.602901034048,131.12285923032437
2486,68980.19890199073,738.2747650100291
2487,66346.83550724231,708.3300480690738
2488,43129.465158504354,450.79537392762563
2489,27608.77982933023,286.3787697352638
2490,27949.67369900528,290.4051016390101
2491,4740.017517797525,52.31133231733949
2492,-0.15630000000000002,0.0
2493,-0.15630000000000002,0.0
2494,-0.15630000000000002,0.0
2495,-0.15630000000000002,0.0
2496,-0.15630000000000002,0.0
2497,-0.15630000000000002,0.0
2498,-0.15630000000000002,0.0
2499,-0.15630000000000002,0.0
2500,-0.15630000000000002,0.0
2501,-0.15630000000000002,0.0
2502,-0.15630000000000002,0.0
2503,-0.15630000000000002,0.0
2504,4861.588542141908,62.53137709085274
2505,24278.45834377696,237.5027843554294
2506,48643.20879499807,485.0830076817708
2507,61277.25422610431,622.1395720985919
2508,65318.67743074172,670.8958769032739
2509,74998.79673373236,780.8968335630611
2510,40606.22992841222,416.29477488118533
2511,8521.894613818129,91.75719066687822
2512,71909.50008639629,750.4941659209192
2513,65956.73956128133,681.9260211252864
2514,40729.356273098776,414.92154588674873
2515,13851.180101380356,141.89350533620308
2516,-0.15630000000000002,0.0
2517,-0.15630000000000002,0.0
2518,-0.15630000000000002,0.0
2519,-0.15630000000000002,0.0
2520,-0.15630000000000002,0.0
2521,-0.15630000000000002,0.0
2522,-0.15630000000000002,0.0
2523,-0.15630000000000002,0.0
2524,-0.15630000000000002,0.0
2525,-0.15630000000000002,0.0
2526,-0.15630000000000002,0.0
2527,-0.15630000000000002,0.0
2528,6453.982264121839,83.30281866147928
2529,24984.724490895278,248.00009505481643
2530,47587.46423832167,488.82351197459127
2531,64494.549941651974,700.4816107136076
2532,75215.82,845.9117380734453
2533,75215.82,964.2448110615206
2534,75215.82,968.9892788698601
2535,75215.82,848.3253813691957
2536,44525.00442791224,464.426981783911
2537,48210.52831656347,502.6959923507133
2538,14595.39420754773,151.12472924451941
2539,1962.823145082573,23.633706723075136
2540,-0.15630000000000002,0.0
2541,-0.15630000000000002,0.0
2542,-0.15630000000000002,0.0
2543,-0.15630000000000002,0.0
2544,-0.15630000000000002,0.0
2545,-0.15630000000000002,0.0
2546,-0.15630000000000002,0.0
2547,-0.15630000000000002,0.0
2548,-0.15630000000000002,0.0
2549,-0.15630000000000002,0.0
2550,-0.15630000000000002,0.0
2551,-0.15630000000000002,0.0
2552,5334.171825947144,64.75559701831986
2553,25285.521010417848,244.74766427555033
2554,39287.389939265806,386.0870874537898
2555,37898.96684181615,378.2408405633306
2556,44600.419892500824,450.09825998478675
2557,15771.74891784264,161.78051772233863
2558,11864.283402207164,123.11967732878603
2559,24824.534380209872,251.94610081229473
2560,75215.82,837.4969180859221
2561,54974.351775003466,559.7634412824592
2562,2957.5575580648065,33.313206345209714
2563,4597.46359579723,49.0061605260162
2564,-0.15630000000000002,0.0
2565,-0.15630000000000002,0.0
2566,-0.15630000000000002,0.0
2567,-0.15630000000000002,0.0
2568,-0.15630000000000002,0.0
2569,-0.15630000000000002,0.0
2570,-0.15630000000000002,0.0
2571,-0.15630000000000002,0.0
2572,-0.15630000000000002,0.0
2573,-0.15630000000000002,0.0
2574,-0.15630000000000002,0.0
2575,-0.15630000000000002,0.0
2576,6065.17161083212,68.29556685293653
2577,25796.123681770034,249.05340956000472
2578,50285.488924185884,502.53707149691786
2579,68276.04556722664,708.3597935256809
2580,75215.82,866.5697422663071
2581,75215.82,972.8234967407847
2582,75215.82,938.8079504770145
2583,75215.82,864.473280483218
2584,69524.7459708393,757.199724918242
2585,47186.10913639327,496.3793455218434
2586,25673.17266590661,264.238064458479
2587,7525.801974803968,79.51447832786286
2588,-0.15630000000000002,0.0
2589,-0.15630000000000002,0.0
2590,-0.15630000000000002,0.0
2591,-0.15630000000000002,0.0
2592,-0.15630000000000002,0.0
2593,-0.15630000000000002,0.0
2594,-0.15630000000000002,0.0
2595,-0.15630000000000002,0.0
2596,-0.15630000000000002,0.0
2597,-0.15630000000000002,0.0
2598,-0.15630000000000002,0.0
2599,-0.15630000000000002,0.0
2600,5336.322135712902,54.10900676216349
2601,26112.393189919145,259.81984505577867
2602,49210.39964635898,509.2093755319461
2603,66561.96794106069,711.2124151196824
2604,75215.82,816.8167577177383
2605,74381.4627004014,796.085164232747
2606,75215.82,960.566641492219
2607,75215.82,913.608825831347
2608,72433.59726392844,772.5694377371759
2609,57148.6152412777,599.6038369356592
2610,40794.317757416684,420.4604934063974
2611,15049.316992414615,155.17387054562514
2612,-0.15630000000000002,0.0
2613,-0.15630000000000002,0.0
2614,-0.15630000000000002,0.0
2615,-0.15630000000000002,0.0
2616,-0.15630000000000002,0.0
2617,-0.15630000000000002,0.0
2618,-0.15630000000000002,0.0
2619,-0.15630000000000002,0.0
2620,-0.15630000000000002,0.0
2621,-0.15630000000000002,0.0
2622,-0.15630000000000002,0.0
2623,-0.15630000000000002,0.0
2624,6938.977206391126,73.50666794428511
2625,25943.406214277275,254.88127783670265
2626,49516.43952712495,504.1567604794716
2627,67494.73969992592,701.5104544808726
2628,75215.82,869.1472757769391
2629,75215.82,939.4381682644796
2630,75215.82,862.1557035820306
2631,72714.95732856503,774.5599756791968
2632,73257.99556338506,778.343830769345
2633,62308.80467817186,652.9689863600643
2634,40938.6812464608,420.5696617619403
2635,9574.329512292532,100.31351589492387
2636,-0.15630000000000002,0.0
2637,-0.15630000000000002,0.0
2638,-0.15630000000000002,0.0
2639,-0.15630000000000002,0.0
2640,-0.15630000000000002,0.0
2641,-0.15630000000000002,0.0
2642,-0.15630000000000002,0.0
2643,-0.15630000000000002,0.0
2644,-0.15630000000000002,0.0
2645,-0.15630000000000002,0.0
2646,-0.15630000000000002,0.0
2647,-0.15630000000000002,0.0
2648,7301.1758474968665,72.8767368997233
2649,26318.82675996733,256.57783090631034
2650,27006.419324423867,266.5841466362557
2651,21184.231907314363,213.16491265789892
2652,24925.94119940807,252.72868954962973
2653,55429.90450625817,568.1269589035368
2654,75215.82,872.9396841480891
2655,22967.59265534676,236.72013231730602
2656,48782.24089696498,502.3457836911103
2657,62487.16456156099,644.53459492324
2658,43298.243825085236,438.76037016124326
2659,16797.234272228354,169.58692736542773
2660,-0.15630000000000002,0.0
2661,-0.15630000000000002,0.0
2662,-0.15630000000000002,0.0
2663,-0.15630000000000002,0.0
2664,-0.15630000000000002,0.0
2665,-0.15630000000000002,0.0
2666,-0.15630000000000002,0.0
2667,-0.15630000000000002,0.0
2668,-0.15630000000000002,0.0
2669,-0.15630000000000002,0.0
2670,-0.15630000000000002,0.0
2671,-0.15630000000000002,0.0
2672,7829.212679823533,77.1309706534612
2673,25935.43727274146,252.85847812785562
2674,35555.32583198469,352.83321030742496
2675,67758.88070057087,697.8412876700322
2676,75215.82,863.4956110225885
2677,72084.77333249048,762.6379591506195
2678,41233.583267840215,428.8444585870242
2679,75215.82,942.4221572021671
2680,75215.82,850.130061254186
2681,51625.44567461638,550.1971474242971
2682,14286.719162301923,147.4495191364229
2683,700.767313916171,10.496618963133265
2684,-0.15630000000000002,0.0
2685,-0.15630000000000002,0.0
2686,-0.15630000000000002,0.0
2687,-0.15630000000000002,0.0
2688,-0.15630000000000002,0.0
2689,-0.15630000000000002,0.0
2690,-0.15630000000000002,0.0
2691,-0.15630000000000002,0.0
2692,-0.15630000000000002,0.0
2693,-0.15630000000000002,0.0
2694,-0.15630000000000002,0.0
2695,-0.15630000000000002,0.0
2696,7406.578399322528,75.68637876525544
2697,18493.780893290426,180.286146664263
2698,44139.07408030479,434.01783150281517
2699,56685.350501751695,568.2974288119066
2700,72212.5547129347,742.4636140850042
2701,49612.394650534574,507.1514493850983
2702,75215.82,901.0404261338837
2703,67732.24972556804,708.6215101551052
2704,48159.120203179984,500.6288080149628
2705,19115.298908621917,198.68821033564745
2706,9115.855144690402,96.62874824664928
2707,4114.39452684047,45.62866497494349
2708,-0.15630000000000002,0.0
2709,-0.15630000000000002,0.0
2710,-0.15630000000000002,0.0
2711,-0.15630000000000002,0.0
2712,-0.15630000000000002,0.0
2713,-0.15630000000000002,0.0
2714,-0.15630000000000002,0.0
2715,-0.15630000000000002,0.0
2716,-0.15630000000000002,0.0
2717,-0.15630000000000002,0.0
2718,-0.15630000000000002,0.0
2719,-0.15630000000000002,0.0
2720,8036.87850136072,76.83601681916724
2721,27701.91522767455,270.13595201891735
2722,50019.06144229761,501.8876403998519
2723,53575.62808047766,546.0470940921712
2724,54769.83918045807,565.609213422808
2725,75215.82,890.7794938949107
2726,52007.385366155635,544.158606451263
2727,75215.82,944.1751896297745
2728,75215.82,834.6646773940508
2729,54682.5824354118,571.2128030702609
2730,15407.973228469707,160.49090125801027
2731,4742.61012512966,52.12243308631067
2732,-0.15630000000000002,0.0
2733,-0.15630000000000002,0.0
2734,-0.15630000000000002,0.0
2735,-0.15630000000000002,0.0
2736,-0.15630000000000002,0.0
2737,-0.15630000000000002,0.0
2738,-0.15630000000000002,0.0
2739,-0.15630000000000002,0.0
2740,-0.15630000000000002,0.0
2741,-0.15630000000000002,0.0
2742,-0.15630000000000002,0.0
2743,-0.15630000000000002,0.0
2744,8996.718000865865,86.7625741917774
2745,27286.068668947042,267.873960870996
2746,50497.1928223067,509.7343049893176
2747,68160.7271655682,708.9599007563198
2748,75215.82,875.764998548969
2749,75215.82,985.5000502960535
2750,75215.82,1016.3588026220882
2751,75215.82,960.3682531086748
2752,75215.82,832.0114684701391
2753,59068.75059131937,627.2422268567833
2754,36936.27671537121,385.38754223997734
2755,15335.633738004593,160.2825984959896
2756,-0.15630000000000002,0.0
2757,-0.15630000000000002,0.0
2758,-0.15630000000000002,0.0
2759,-0.15630000000000002,0.0
2760,-0.15630000000000002,0.0
2761,-0.15630000000000002,0.0
2762,-0.15630000000000002,0.0
2763,-0.15630000000000002,0.0
2764,-0.15630000000000002,0.0
2765,-0.15630000000000002,0.0
2766,-0.15630000000000002,0.0
2767,-0.15630000000000002,0.0
2768,8944.615690344719,88.33644278690598
2769,26874.973043496586,269.14194626941725
2770,48779.0604945633,509.91189213306995
2771,64926.54793993184,711.9456087486664
2772,75178.54151915152,874.3636062914604
2773,75215.82,978.4417007654583
2774,75215.82,1009.1974867315046
2775,75215.82,965.0198501719028
2776,75215.82,837.369166067875
2777,60167.816950229564,647.3858389309179
2778,39221.281081252026,412.0459416701842
2779,8574.440713697148,92.09641230542526
2780,-0.15630000000000002,0.0
2781,-0.15630000000000002,0.0
2782,-0.15630000000000002,0.0
2783,-0.15630000000000002,0.0
2784,-0.15630000000000002,0.0
2785,-0.15630000000000002,0.0
2786,-0.15630000000000002,0.0
2787,-0.15630000000000002,0.0
2788,-0.15630000000000002,0.0
2789,-0.15630000000000002,0.0
2790,-0.15630000000000002,0.0
2791,-0.15630000000000002,0.0
2792,8474.197971222511,82.7055255501897
2793,27292.424685297003,272.0415021652566
2794,49458.84982916436,511.97959827586067
2795,66322.02957042979,712.0820767365572
2796,75215.82,872.0525737641185
2797,75215.82,959.9389087802065
2798,75215.82,999.0944592722574
2799,75215.82,906.5350067843209
2800,72665.03936281365,791.5327392036675
2801,49709.345956944,529.3842818935083
2802,7556.909680415347,82.59155500718366
2803,14567.347058125257,152.97639957596735
2804,-0.15630000000000002,0.0
2805,-0.15630000000000002,0.0
2806,-0.15630000000000002,0.0
2807,-0.15630000000000002,0.0
2808,-0.15630000000000002,0.0
2809,-0.15630000000000002,0.0
2810,-0.15630000000000002,0.0
2811,-0.15630000000000002,0.0
2812,-0.15630000000000002,0.0
2813,-0.15630000000000002,0.0
2814,-0.15630000000000002,0.0
2815,-0.15630000000000002,0.0
2816,9960.907747557769,95.54347504142416
2817,28677.528443255505,279.3805240607268
2818,51078.448877692776,514.2150150890021
2819,69119.1004442623,718.4044880078195
2820,75215.82,883.3063171681927
2821,75215.82,988.3346978884878
2822,75215.82,995.7021438589618
2823,75215.82,950.6364865488362
2824,75215.82,853.772092435284
2825,62655.8439206938,657.6875226822359
2826,39782.765882616804,409.4525635569177
2827,16660.940127554648,170.90861169295363
2828,-0.15630000000000002,0.0
2829,-0.15630000000000002,0.0
2830,-0.15630000000000002,0.0
2831,-0.15630000000000002,0.0
2832,-0.15630000000000002,0.0
2833,-0.15630000000000002,0.0
2834,-0.15630000000000002,0.0
2835,-0.15630000000000002,0.0
2836,-0.15630000000000002,0.0
2837,-0.15630000000000002,0.0
2838,-0.15630000000000002,0.0
2839,-0.15630000000000002,0.0
2840,8828.377777724303,82.17522819319618
2841,29084.106353218882,281.4377333116414
2842,52626.54777802799,528.8284296519947
2843,70413.21305562458,733.6433521360769
2844,75215.82,897.6827603642462
2845,75215.82,1009.6696166272955
2846,75215.82,1040.9176756636211
2847,75215.82,1003.6069778989452
2848,75215.82,874.2948136436052
2849,63893.51566069888,676.0769593031522
2850,41886.208137385474,432.99989854828476
2851,17668.76173633982,181.0526209825046
2852,-0.15630000000000002,0.0
2853,-0.15630000000000002,0.0
2854,-0.15630000000000002,0.0
2855,-0.15630000000000002,0.0
2856,-0.15630000000000002,0.0
2857,-0.15630000000000002,0.0
2858,-0.15630000000000002,0.0
2859,-0.15630000000000002,0.0
2860,-0.15630000000000002,0.0
2861,-0.15630000000000002,0.0
2862,-0.15630000000000002,0.0
2863,-0.15630000000000002,0.0
2864,8846.309687183662,82.67285596418726
2865,28450.92280245012,282.81494929928556
2866,50076.66423440308,529.8468881398804
2867,66714.55745337675,730.9934982234615
2868,75215.82,892.8601064040824
2869,75215.82,980.6230255922451
2870,75215.82,941.7329499581423
2871,75215.82,934.2188573027273
2872,74114.22376208303,826.4226687184761
2873,40472.565668300274,438.61084541349055
2874,30338.82023889083,321.9646171543892
2875,13454.839013730578,141.43473408566473
2876,-0.15630000000000002,0.0
2877,-0.15630000000000002,0.0
2878,-0.15630000000000002,0.0
2879,-0.15630000000000002,0.0
2880,-0.15630000000000002,0.0
2881,-0.15630000000000002,0.0
2882,-0.15630000000000002,0.0
2883,-0.15630000000000002,0.0
2884,-0.15630000000000002,0.0
2885,-0.15630000000000002,0.0
2886,-0.15630000000000002,0.0
2887,-0.15630000000000002,0.0
2888,10412.102718747778,96.2288831140443
2889,25510.46953321449,246.73086946791275
2890,41378.36744190227,408.5621464966584
2891,31300.244595094282,312.6432075754033
2892,19345.294028746666,197.40046910494218
2893,67385.65460917646,696.5231485145105
2894,75215.82,922.0315147052221
2895,75215.82,940.6639219660443
2896,75215.82,844.8857318770978
2897,63929.337317231526,665.3315101377519
2898,42516.2794282641,436.5895879767363
2899,18002.265839264528,183.94972352201953
2900,-0.15630000000000002,0.0
2901,-0.15630000000000002,0.0
2902,-0.15630000000000002,0.0
2903,-0.15630000000000002,0.0
2904,-0.15630000000000002,0.0
2905,-0.15630000000000002,0.0
2906,-0.15630000000000002,0.0
2907,-0.15630000000000002,0.0
2908,-0.15630000000000002,0.0
2909,-0.15630000000000002,0.0
2910,-0.15630000000000002,0.0
2911,-0.15630000000000002,0.0
2912,9263.701005246916,84.80918100251405
2913,29448.81012862,288.06833945292203
2914,52224.39361944462,532.7623172384477
2915,69523.87496428865,727.3017090392576
2916,75215.82,872.8370191995698
2917,75215.82,967.4751346818331
2918,75215.82,1013.7044785231327
2919,75215.82,966.7170816960829
2920,75215.82,856.0574564271963
2921,62955.47783770543,666.0353210562358
2922,43325.92325662548,449.2608429130129
2923,17973.096616204904,184.91038055831999
2924,-0.15630000000000002,0.0
2925,-0.15630000000000002,0.0
2926,-0.15630000000000002,0.0
2927,-0.15630000000000002,0.0
2928,-0.15630000000000002,0.0
2929,-0.15630000000000002,0.0
2930,-0.15630000000000002,0.0
2931,-0.15630000000000002,0.0
2932,-0.15630000000000002,0.0
2933,-0.15630000000000002,0.0
2934,-0.15630000000000002,0.0
2935,-0.15630000000000002,0.0
2936,9448.74651825208,86.3660579024574
2937,29858.063983220436,293.7497418580703
2938,52671.23565917093,537.5155012471523
2939,70404.80658184722,738.5739641116603
2940,75215.82,891.475096269717
2941,75215.82,988.2700835003208
2942,75215.82,1007.9668511653841
2943,75215.82,975.4320163387888
2944,75215.82,864.4171539810047
2945,62010.17838854088,662.5835977113277
2946,41279.31329798243,431.6760343802015
2947,18208.160063165888,188.72927875454633
2948,-0.15630000000000002,0.0
2949,-0.15630000000000002,0.0
2950,-0.15630000000000002,0.0
2951,-0.15630000000000002,0.0
2952,-0.15630000000000002,0.0
2953,-0.15630000000000002,0.0
2954,-0.15630000000000002,0.0
2955,-0.15630000000000002,0.0
2956,-0.15630000000000002,0.0
2957,-0.15630000000000002,0.0
2958,-0.15630000000000002,0.0
2959,-0.15630000000000002,0.0
2960,9429.85897146529,86.70480874810264
2961,29327.911835948984,292.9215019642553
2962,50920.78215318551,532.6413598423132
2963,67553.25646210191,731.7387448715582
2964,75215.82,883.6756074304026
2965,75215.82,980.1539997439588
2966,75215.82,1006.1208295657441
2967,75215.82,966.2046097235271
2968,75215.82,855.8015815656474
2969,61660.40617341385,666.7687687966401
2970,42468.30330655136,448.33620006131224
2971,17520.968294438182,183.13395396306123
2972,-0.15630000000000002,0.0
2973,-0.15630000000000002,0.0
2974,-0.15630000000000002,0.0
2975,-0.15630000000000002,0.0
2976,-0.15630000000000002,0.0
2977,-0.15630000000000002,0.0
2978,-0.15630000000000002,0.0
2979,-0.15630000000000002,0.0
2980,-0.15630000000000002,0.0
2981,-0.15630000000000002,0.0
2982,-0.15630000000000002,0.0
2983,-0.15630000000000002,0.0
2984,9746.528304694937,90.3644672455495
2985,29209.264097886175,291.86975473468175
2986,50834.98452873047,533.3404893662191
2987,67092.55675626428,730.0166452032408
2988,75215.82,891.8622522307671
2989,75215.82,982.5903960739237
2990,75215.82,1009.5416889355046
2991,75215.82,965.0885937030679
2992,75215.82,848.6570469316675
2993,61300.58764809394,666.200046567086
2994,42224.63091386667,447.7241026582659
2995,17973.447547955893,187.91888050461233
2996,-0.15630000000000002,0.0
2997,-0.15630000000000002,0.0
2998,-0.15630000000000002,0.0
2999,-0.15630000000000002,0.0
3000,-0.15630000000000002,0.0
3001,-0.15630000000000002,0.0
3002,-0.15630000000000002,0.0
3003,-0.15630000000000002,0.0
3004,-0.15630000000000002,0.0
3005,-0.15630000000000002,0.0
3006,-0.15630000000000002,0.0
3007,-0.15630000000000002,0.0
3008,9558.6596073241,88.48779703108315
3009,29226.716831486447,291.81170204971346
3010,51135.939944429505,530.1652620230808
3011,67731.98457598928,725.102380824328
3012,75215.82,875.5088202224166
3013,75215.82,970.4903690836787
3014,75215.82,996.9205637963393
3015,75215.82,951.1556973052519
3016,72247.26396343569,822.9712182798661
3017,62522.98444694133,698.5588288864965
3018,43312.63274832642,469.56457122322
3019,19074.633003772866,201.70641526718282
3020,-0.15630000000000002,0.0
3021,-0.15630000000000002,0.0
3022,-0.15630000000000002,0.0
3023,-0.15630000000000002,0.0
3024,-0.15630000000000002,0.0
3025,-0.15630000000000002,0.0
3026,-0.15630000000000002,0.0
3027,-0.15630000000000002,0.0
3028,-0.15630000000000002,0.0
3029,-0.15630000000000002,0.0
3030,-0.15630000000000002,0.0
3031,-0.15630000000000002,0.0
3032,9876.226126931828,92.1374478393269
3033,29156.93074930318,293.3813229468371
3034,50292.04105037696,531.7902395273387
3035,66135.62975355219,727.8859728060957
3036,75215.82,885.6582620674493
3037,75215.82,986.098592137798
3038,75215.82,1001.7272665885923
3039,75215.82,951.5787038932967
3040,73505.57473387851,831.0886912968833
3041,58824.30264706352,650.6746118059893
3042,33909.20544218552,364.3421265846554
3043,12449.034941159716,133.78540428405043
3044,-0.15630000000000002,0.0
3045,-0.15630000000000002,0.0
3046,-0.15630000000000002,0.0
3047,-0.15630000000000002,0.0
3048,-0.15630000000000002,0.0
3049,-0.15630000000000002,0.0
3050,-0.15630000000000002,0.0
3051,-0.15630000000000002,0.0
3052,-0.15630000000000002,0.0
3053,-0.15630000000000002,0.0
3054,-0.15630000000000002,0.0
3055,-0.15630000000000002,0.0
3056,10001.593335973974,92.84286043340798
3057,26143.60617007374,263.27341428852526
3058,49100.532671429675,511.8088048512671
3059,66237.73741050603,710.4495379876532
3060,75215.82,817.5899025856554
3061,75215.82,890.9288463124693
3062,53261.897283142556,571.9744114915288
3063,44397.97878114552,474.0956264315134
3064,74308.94831225969,810.6103949463902
3065,57031.31835164538,610.7373511087031
3066,36336.41679083751,383.34215318672767
3067,18702.765921831116,195.5652404796101
3068,-0.15630000000000002,0.0
3069,-0.15630000000000002,0.0
3070,-0.15630000000000002,0.0
3071,-0.15630000000000002,0.0
3072,-0.15630000000000002,0.0
3073,-0.15630000000000002,0.0
3074,-0.15630000000000002,0.0
3075,-0.15630000000000002,0.0
3076,-0.15630000000000002,0.0
3077,-0.15630000000000002,0.0
3078,-0.15630000000000002,0.0
3079,-0.15630000000000002,0.0
3080,11240.094203143117,111.59954308351128
3081,26139.069728656636,263.76526414137385
3082,40361.533619122216,417.19176250634877
3083,6047.49424354607,67.66011128158978
3084,63327.76576772816,678.0552919927934
3085,27296.117553117696,289.52215195093623
3086,7713.81600186985,86.52893029873334
3087,6663.717863283267,74.94185268188545
3088,4918.530825065298,56.31074559848426
3089,3613.510174271975,42.16323152352363
3090,9135.223479838922,96.72120753383668
3091,1281.8011466774783,16.630113495937255
3092,-0.15630000000000002,0.0
3093,-0.15630000000000002,0.0
3094,-0.15630000000000002,0.0
3095,-0.15630000000000002,0.0
3096,-0.15630000000000002,0.0
3097,-0.15630000000000002,0.0
3098,-0.15630000000000002,0.0
3099,-0.15630000000000002,0.0
3100,-0.15630000000000002,0.0
3101,-0.15630000000000002,0.0
3102,-0.15630000000000002,0.0
3103,-0.15630000000000002,0.0
3104,10206.479450545725,94.381540704761
3105,29373.74795522276,296.576465086522
3106,51806.78443999624,545.6872626472853
3107,68788.78759194174,742.3887489201308
3108,75215.82,873.3511945865148
3109,69818.94016978025,739.2678138251987
3110,75215.82,960.1712212779461
3111,75215.82,947.2189460678388
3112,68887.83315748662,738.5451204419624
3113,57954.49617242645,613.8801588626114
3114,41482.87215689931,433.8471067841718
3115,17375.854842585893,180.41442616622916
3116,-0.15630000000000002,0.0
3117,-0.15630000000000002,0.0
3118,-0.15630000000000002,0.0
3119,-0.15630000000000002,0.0
3120,-0.15630000000000002,0.0
3121,-0.15630000000000002,0.0
3122,-0.15630000000000002,0.0
3123,-0.15630000000000002,0.0
3124,-0.15630000000000002,0.0
3125,-0.15630000000000002,0.0
3126,-0.15630000000000002,0.0
3127,-0.15630000000000002,0.0
3128,9058.406868820513,92.10663370967247
3129,3890.0222308928765,42.94119209292905
3130,17798.73265609517,181.51598067177065
3131,59796.270853436276,618.0402054698867
3132,63314.04568086869,660.3335282416131
3133,75215.82,980.9536013612664
3134,75215.82,1001.4040222046734
3135,75215.82,950.1186463793774
3136,75215.82,842.0008985187305
3137,63121.79586459748,662.8911958407837
3138,43552.718859762805,450.02293043278127
3139,19610.984952681945,200.42100384046665
3140,-0.15630000000000002,0.0
3141,-0.15630000000000002,0.0
3142,-0.15630000000000002,0.0
3143,-0.15630000000000002,0.0
3144,-0.15630000000000002,0.0
3145,-0.15630000000000002,0.0
3146,-0.15630000000000002,0.0
3147,-0.15630000000000002,0.0
3148,-0.15630000000000002,0.0
3149,-0.15630000000000002,0.0
3150,-0.15630000000000002,0.0
3151,-0.15630000000000002,0.0
3152,11155.969899951599,101.88633723969296
3153,30757.621485987962,305.27947012362375
3154,51221.33727644546,534.2277090409166
3155,68272.5531567672,736.9088321158991
3156,75215.82,894.8074370845421
3157,75215.82,983.9684504739812
3158,75215.82,1010.4301055007685
3159,75215.82,960.2432410114552
3160,73724.2772007586,798.7796096317319
3161,35981.448668249235,378.08585873973897
3162,25702.645848639128,268.0884564384237
3163,12214.423517072459,127.98599510419277
3164,-0.15630000000000002,0.0
3165,-0.15630000000000002,0.0
3166,-0.15630000000000002,0.0
3167,-0.15630000000000002,0.0
3168,-0.15630000000000002,0.0
3169,-0.15630000000000002,0.0
3170,-0.15630000000000002,0.0
3171,-0.15630000000000002,0.0
3172,-0.15630000000000002,0.0
3173,-0.15630000000000002,0.0
3174,-0.15630000000000002,0.0
3175,-0.15630000000000002,0.0
3176,12238.672199481394,116.79109216677003
3177,30860.128816244694,304.10386408499187
3178,41653.729294441655,424.7417336081861
3179,23524.244416149086,243.2384107051252
3180,22181.51059851905,233.1550700217184
3181,32501.940859857055,342.7948315336828
3182,41549.69823208866,442.0062111499226
3183,23103.36782646534,244.83203071145556
3184,42002.018700541244,446.5494356172924
3185,21797.01504631305,229.77661060134886
3186,34689.068167184996,361.63676274701766
3187,3364.220527496654,38.557426015253085
3188,-0.15630000000000002,0.0
3189,-0.15630000000000002,0.0
3190,-0.15630000000000002,0.0
3191,-0.15630000000000002,0.0
3192,-0.15630000000000002,0.0
3193,-0.15630000000000002,0.0
3194,-0.15630000000000002,0.0
3195,-0.15630000000000002,0.0
3196,-0.15630000000000002,0.0
3197,-0.15630000000000002,0.0
3198,-0.15630000000000002,0.0
3199,-0.15630000000000002,0.0
3200,13065.034053452626,122.17205588241498
3201,30270.19696615843,294.5874905054398
3202,42333.16940386301,423.14841591884846
3203,57259.30605671033,586.0920833134413
3204,10326.915671964702,109.37765284804722
3205,66169.09457955544,689.4493595960216
3206,75215.82,870.8782981824428
3207,75215.82,859.9284707811483
3208,71998.63624855877,762.3888102980485
3209,61842.85836692323,647.2719928003702
3210,30505.926920125206,312.7962028822365
3211,20625.617463716455,209.59949072585448
3212,-0.15630000000000002,0.0
3213,-0.15630000000000002,0.0
3214,-0.15630000000000002,0.0
3215,-0.15630000000000002,0.0
3216,-0.15630000000000002,0.0
3217,-0.15630000000000002,0.0
3218,-0.15630000000000002,0.0
3219,-0.15630000000000002,0.0
3220,-0.15630000000000002,0.0
3221,-0.15630000000000002,0.0
3222,-0.15630000000000002,0.0
3223,-0.15630000000000002,0.0
3224,10696.690204537996,94.81764637768924
3225,31503.203179724096,307.04563895336906
3226,53838.01614366366,549.0991934503762
3227,70240.50701640875,741.5520895401071
3228,75215.82,898.3797182613423
3229,75215.82,987.657064476516
3230,75215.82,1002.1952768638794
3231,75215.82,970.8480861844164
